X,Y,OBJECTID,BRIDGE_ID,featint,county,facility,location,owner,yearbuilt,NHS_indicator,mrm_english,open_posted_closed,suff_rate,roadwidth,StructureType,Bridge_Condition,Bridge_Name
2315872.591,427817.6639,1915320,58029170,South Fork Snake Creek,58 SPINK,165th Street,1S 3.1W ATHOL, 2 County Hwy Agency,1925,0 Not on NHS,0,P Posted for load,24.9,17.3,bridge,poor,-1
2758149.73,-158542.8412,1915321,63186100,VERMILLION RV,63 TURNER,45860 278 ST,1S & 2.3W CHANCELLOR, 2 County Hwy Agency,1940,0 Not on NHS,0,P Posted for load,28.9,17.99868766,bridge,poor,-1
2845264.89,211909.222,1915322,6240123,DEER CK,06 BROOKINGS,478TH AVENUE,2.7N BUSHNELL, 2 County Hwy Agency,1950,0 Not on NHS,0,P Posted for load,35.200001,22.9,bridge,poor,-1
2375017.329,634055.9174,1915323,7150259,Elm River,07 BROWN,391st Avenue,0.9 S of Ordway, 2 County Hwy Agency,1968,0 Not on NHS,0,"A Open, no restriction",68.599998,30,bridge,fair,-1
1858825.002,176867.9624,1915325,59374317,WILLOW CK,59 STANLEY,FAS 3215   280 AVE,4 W JCT US 83, 2 County Hwy Agency,2008,0 Not on NHS,0,"A Open, no restriction",92.800003,32,bridge,good,-1
1244439.526,553234.0216,1915326,53070437,ANTELOPE CK,53 PERKINS,PRAIRIE CITY ROAD,17 W 14.7 S BISON, 2 County Hwy Agency,1977,0 Not on NHS,0,"A Open, no restriction",68.900002,22.799,bridge,fair,-1
2123636.652,-9240.991543,1915327,43475268,COOPER SCHOOL RD,43 LYMAN,I090 E,1 W OACOMA INTERCH, 1 State Highway Agency,1971,1 On the NHS,259.51999,"A Open, no restriction",89.300003,38,bridge,good,
1468228.212,138663.5929,1915328,28051380,DEADMANS CK,28 HAAKON,Slovak Road,11N & 11W PHILIP, 2 County Hwy Agency,1955,0 Not on NHS,0,"A Open, no restriction",77.699997,21.5,bridge,fair,-1
2880649.252,551604.0436,1915330,26379024,WHETSTONE RV DIV CHANNEL,26 GRANT,US012,0.6 E JCT SD 109, 1 State Highway Agency,1955,1 On the NHS,399.66,"A Open, no restriction",66,30,bridge,fair,
2216678.868,346418.286,1915331,30132080,SHAEFER CK,30 HAND,SD026,2.8 W JCT SD 45, 1 State Highway Agency,2019,0 Not on NHS,250.09,"A Open, no restriction",99.5,32,bridge,good,
2565283.881,-318519.6328,1915333,5201160,Snatch Creek,05 BON HOMME,42110 307th Street,3S & 4.1E  of Tyndall, 2 County Hwy Agency,1950,0 Not on NHS,0,P Posted for load,71.300003,25.5,bridge,fair,-1
2729223.366,-314661.8256,1915334,14000103,CLAY CK DITCH,14 CLAY,30730 452  AVE,10.3S IRENE, 2 County Hwy Agency,2010,0 Not on NHS,0,"A Open, no restriction",100,30,bridge,good,-1
2617541.208,94577.67418,1915336,49160091,WEST FORK VERMILLION RV,49 MINER,343 AVE,3.9N HOWARD, 2 County Hwy Agency,1940,0 Not on NHS,0,"A Open, no restriction",77.599998,27.5984252,bridge,fair,-1
2385497.89,393503.2528,1915337,58160237,James River,58 SPINK,392nd Avenue,1.3N 4.3W FRANKFORT, 2 County Hwy Agency,1978,0 Not on NHS,0,"A Open, no restriction",90.699997,30,bridge,fair,-1
1124375.9,109185.2942,1915339,52419297,EAST BLVD,52 PENNINGTON,RCP & E RR,EAST BLVD.,27 Railroad,1937,0 Not on NHS,0,"A Open, no restriction",-2,40,bridge,,
1677467.975,25484.45639,1915341,36520068,STAMFORD RD,36 JACKSON,I090 E,2.3 E SD 63 N INTERCHANGE, 1 State Highway Agency,1968,1 On the NHS,172.5,"A Open, no restriction",96,37.99868766,bridge,fair,-1
2706434.481,-30385.38134,1915342,44200093,Little Vermillion River,44 MCCOOK,450th Avenue,0.8S & 9E of Salem, 2 County Hwy Agency,2021,0 Not on NHS,0,"A Open, no restriction",99,23.8,bridge,good,
2427385.835,-216218.7062,1915344,12514190,Choteau Creek,12 CHARLES MIX,39540 287th Street,10.0N & 0.4E of Wagner, 2 County Hwy Agency,1940,0 Not on NHS,0,P Posted for load,26.4,16,bridge,poor,-1
2912669.395,-456743.1579,1915345,64154385,RIVER DRIVE,64 UNION,I029 S,N SIOUX CITY INTERCHANGE, 1 State Highway Agency,1981,1 On the NHS,2.48,"A Open, no restriction",94,40,bridge,good,
2868472.151,28792.04328,1915347,51150232,West Pipestone Creek,51 MOODY,481st Avenue,13.2S of Flandreau, 2 County Hwy Agency,1968,0 Not on NHS,0,P Posted for load,51.400002,30.299,bridge,poor,-1
1006383.234,325076.2919,1915349,10175381,BELLE FOURCHE RV,10 BUTTE,FRUITDALE RD,0.5S FRUITDALE, 2 County Hwy Agency,1995,0 Not on NHS,0,"A Open, no restriction",99,28,bridge,good,_
1106280.949,-244315.4922,1915350,24421250,HORSEHEAD CK,24 FALL RIVER,US385,4.9 S OF JCT US18EAST, 1 State Highway Agency,2014,1 On the NHS,8.0200005,"A Open, no restriction",99,36,bridge,good,_
2744197.738,412739.8318,1915351,15240155,WILLOW CK,15 CODINGTON,460 AVENUE,5.0E 2.5N WATERTOWN, 2 County Hwy Agency,1973,0 Not on NHS,0,"A Open, no restriction",40.400002,28.6,bridge,poor,-1
2819071.746,204045.0195,1915352,6190136,SIX MILE CK,06 BROOKINGS,473RD AVENUE,2E & 2.4N BROOKINGS, 2 County Hwy Agency,1985,0 Not on NHS,0,"A Open, no restriction",72.099998,26.201,bridge,fair,-1
2785711.791,560451.6184,1915353,55200419,Creek,55 ROBERTS,469th Avenue,3W of Corona, 2 County Hwy Agency,1935,0 Not on NHS,0,P Posted for load,38.5,23.1,bridge,poor,-1
1212951.135,58206.97789,1915354,52595389,DRAW,52 PENNINGTON,SD044,0.7 SE OF FARMINGDALE, 1 State Highway Agency,1964,0 Not on NHS,65.68,"A Open, no restriction",83.400002,30,bridge,fair,-1
2268695.445,451105.4431,1915358,25360124,S Fork Snake Creek,25 FAULK,367th Avenue,6E & 6.6N MIRANDA, 2 County Hwy Agency,1930,0 Not on NHS,0,"A Open, no restriction",61.700001,25.299,bridge,poor,-1
1964172.555,-105689.4784,1915359,62112160,OWL CK,62 TRIPP,266 ST  IDEAL ROAD,4.8W IDEAL, 2 County Hwy Agency,1955,0 Not on NHS,0,P Posted for load,47.799999,23.999,bridge,poor,-1
1534673.833,676368.0326,1915360,16149190,Grand River,16 CORSON,Morristown Road,18S & 1E MORRISTOWN, 2 County Hwy Agency,1981,0 Not on NHS,0,"A Open, no restriction",92.699997,29.301,bridge,fair,-1
2792261.072,179845.9889,1915362,6137180,CK,06 BROOKINGS,214TH STREET,2S & 3.3W BROOKINGS, 2 County Hwy Agency,1962,0 Not on NHS,0,"A Open, no restriction",55.099998,30.4,bridge,poor,-1
1824383.245,28029.99724,1915363,38260178,279 AVE (FAS 6500),38 JONES,I090 W,DRAPER INTERCHANGE, 1 State Highway Agency,1970,1 On the NHS,201.13,"A Open, no restriction",97,37.99868766,bridge,fair,-1
1788219.664,-26206.81325,1915365,38192284,HORSE CK,38 JONES,US083,3.1 N MELLETTE CO LINE, 1 State Highway Agency,2019,1 On the NHS,58.860001,"A Open, no restriction",92.300003,40,bridge,good,
2592590.887,-333468.9848,1915366,5251190,Creek,05 BON HOMME,42610 310th Street,3S & 0.9W of Tabor, 2 County Hwy Agency,1935,0 Not on NHS,0,"A Open, no restriction",74.699997,17.9,bridge,fair,-1
2790209.899,179772.1724,1915367,6134180,BIG SIOUX RV,06 BROOKINGS,214TH STREET,2S & 3.6W BROOKINGS, 2 County Hwy Agency,1962,0 Not on NHS,0,"A Open, no restriction",81.800003,23.999,bridge,poor,-1
2844978.752,-80300.65881,1915368,50219197,"E RICE ST, BUR NOR RR",50 MINNEHAHA,I229 N,RICE ST INTERCHANGE, 1 State Highway Agency,1994,1 On the NHS,7.8400002,"A Open, no restriction",94.300003,48,bridge,fair,
2601677.975,-305394.9501,1915369,5270138,Beaver Creek,05 BON HOMME,30480 428th Avenue,2W & 4.8S of Lesterville, 2 County Hwy Agency,1940,0 Not on NHS,0,P Posted for load,18.4,18,bridge,poor,-1
1998213.825,249875.1037,1915373,33340016,SOUTH MEDICINE CK,33 HUGHES,314 AVENUE,5.0E & 0.4N BLUNT, 2 County Hwy Agency,1961,0 Not on NHS,0,P Posted for load,41,27.3,bridge,poor,-1
2702794.861,557835.9737,1915374,55040419,BNSF Railroad,55 ROBERTS,453rd Avenue,2E of Ortley, 2 County Hwy Agency,1936,0 Not on NHS,0,"A Open, no restriction",86.099998,23.999,bridge,fair,-1
2787902.817,-369440.6189,1915375,14108213,VERMILLION RV,14 CLAY,1232 DAWSON ROAD,1.3S JCT SD19 & 50, 2 County Hwy Agency,2000,0 Not on NHS,0,"A Open, no restriction",99,31.9980315,bridge,fair,DAWSON BRIDGE
1105811.883,164181.451,1915376,47140555,ELK CK,47 MEADE,EMPIRE PL.,11E&12.5S STURGIS, 2 County Hwy Agency,1965,0 Not on NHS,0,P Posted for load,56.799999,15.7,bridge,poor,
2740227.767,627375.164,1915377,55115290,I029,55 ROBERTS,IRR 129 ST,2 S PEEVER INTERCH, 1 State Highway Agency,1978,0 Not on NHS,0,"A Open, no restriction",99.800003,32.00131234,bridge,fair,-1
1495036.781,771331.1606,1915378,16072011,HAY CK,16 CORSON,IRR US012,6.7 E PERKINS CO LINE, 1 State Highway Agency,1962,1 On the NHS,106.34,"A Open, no restriction",74.599998,30,bridge,fair,-1
2782466.085,-47799.04435,1915381,50103130,SKUNK CK,50 MINNEHAHA,257TH STREET,2N & 1.3E HARTFORD, 2 County Hwy Agency,1987,0 Not on NHS,0,"A Open, no restriction",98,32,bridge,fair,-1
2866382.823,204570.2846,1915383,6280139,CK,06 BROOKINGS,482ND AVENUE,7.1N & 4W ELKTON, 2 County Hwy Agency,1973,0 Not on NHS,0,"A Open, no restriction",56.900002,30.4,bridge,poor,-1
2714306.675,-38607.64377,1915385,44214107,EAST FORK VERMILLION RV,44 MCCOOK,SD038,2.9 NW MINNEHAHA CO LINE, 1 State Highway Agency,1947,0 Not on NHS,343.19,"A Open, no restriction",82.400002,30,bridge,fair,
2880722.414,425204.8243,1915387,20200022,LOST CK,20 DEUEL,486 AVENUE,1W 10.8N GARY, 2 County Hwy Agency,1973,0 Not on NHS,0,"A Open, no restriction",74.699997,30.4,bridge,fair,-1
1952255.611,401228.4792,1915390,54170215,ARTICHOKE CK,54 POTTER,305 AVENUE,5 W & 5.5 S OF GETTYSBURG, 2 County Hwy Agency,1998,0 Not on NHS,0,"A Open, no restriction",80.599998,26.801,bridge,fair,-1
1116523.74,11029.38688,1915392,17417035,GRACE COOLIDGE CK,17 CUSTER,SD036,1.8 W JCT SD 79, 1 State Highway Agency,1992,0 Not on NHS,43.380001,"A Open, no restriction",99.300003,36.00065617,bridge,good,-1
2728184.426,-143260.253,1915394,63130067,WEST FORK VERMILLION RV,63 TURNER,27470 453 AVE,0.2N PARKER, 2 County Hwy Agency,1970,0 Not on NHS,0,"A Open, no restriction",91.900002,30,bridge,fair,-1
2789086.474,-56224.11214,1915396,50115146,SKUNK CK,50 MINNEHAHA,SKUNK CREEK AVE,2.5E & 0.4N HARTFORD, 2 County Hwy Agency,1988,0 Not on NHS,0,"A Open, no restriction",98,32,bridge,good,
1501104.74,771131.2725,1915397,16083011,BURLINGTON NORTHERN RR,16 CORSON,IRR US012,7.9 E PERKINS CO LINE, 1 State Highway Agency,2024,1 On the NHS,107.55,"A Open, no restriction",,36,bridge,good,
2874901.889,-44139.63598,1915399,50278130,WEST PIPESTONE CREEK,50 MINNEHAHA,257TH STREET,3N & 0.2W CORSON, 2 County Hwy Agency,1940,0 Not on NHS,0,P Posted for load,61.900002,20,bridge,poor,-1
2790950.664,-34286.2446,1915400,50121105,SKUNK CK,50 MINNEHAHA,GRAND VIEW MEADOW,1.9S & 0.9W LYONS, 2 County Hwy Agency,1989,0 Not on NHS,0,"A Open, no restriction",82.099998,33.9,bridge,good,-1
1467232.588,107253.9851,1915403,28049439,NORTH FORK BAD RV,28 HAAKON,E. Grindstone Rd.,12.1 W 4.6 N PHILIP, 2 County Hwy Agency,1960,0 Not on NHS,0,"A Open, no restriction",82.199997,24,bridge,fair,-1
2567113.21,16100.90758,1915404,49060236,ROCK CK,49 MINER,424 AVE,11.0W & 1.6S CANOVA, 2 County Hwy Agency,1973,0 Not on NHS,0,"A Open, no restriction",89.699997,32,bridge,fair,_
2435963.629,182569.2715,1915405,3240216,STONY RUN CK,03 BEADLE,SD037 N,3.5 S JCT US 14, 1 State Highway Agency,1970,1 On the NHS,124.22,"A Open, no restriction",99.599998,37.99868766,bridge,fair,-1
2670370.208,-49338.07441,1915407,44130125,448 AVE,44 MCCOOK,I090 W,2 E US 81 INTERCH, 1 State Highway Agency,1964,1 On the NHS,366.06,"A Open, no restriction",95.699997,38,bridge,good,
2793845.896,195828.0688,1915409,6141150,NORTH DEER CK OVERFLOW,06 BROOKINGS,US014 W,4.1 MI EAST OF VOLGA, 1 State Highway Agency,2001,1 On the NHS,417.07999,"A Open, no restriction",99.800003,40,bridge,fair,-1
2869493.333,-68093.37351,1915412,50266175,BIG SIOUX RIVER,50 MINNEHAHA,"HOLLY BLVD,HWY 140",1.4W BRANDON, 2 County Hwy Agency,1999,0 Not on NHS,0,"A Open, no restriction",79.199997,54,bridge,fair,
2433276.792,-154927.1201,1915414,22230072,CK,22 DOUGLAS,27520 397 AVE,"4.8N,5.0E OF ARMOUR", 2 County Hwy Agency,1969,0 Not on NHS,0,"A Open, no restriction",89.699997,23.999,bridge,good,-1
2587096.955,-212447.1967,1915415,34218190,LONETREE CK,34 HUTCHINSON,42580 287 ST.,1.0S & 0.2W OF OLIVET, 2 County Hwy Agency,1989,0 Not on NHS,0,"A Open, no restriction",86,24.25,bridge,fair,_
2568379.255,-254612.4631,1915416,5210039,Trib. to Dawson Creek,05 BON HOMME,29490 422nd Avenue,1.9S & 2.0W of Scotland, 2 County Hwy Agency,1991,0 Not on NHS,0,"A Open, no restriction",82.099998,22.6,bridge,good,_
1851544.003,31181.60675,1915421,38312173,MEDICINE CK,38 JONES,SD248,3.9 W LYMAN CO LINE, 1 State Highway Agency,1942,0 Not on NHS,219,"A Open, no restriction",78,30,bridge,fair,-1
2673134.726,-277098.3964,1915422,68137088,Mud Creek,68 YANKTON,29980 NE Jim River,2.8S & 10.3W of Irene, 2 County Hwy Agency,2021,0 Not on NHS,0,"A Open, no restriction",97.699997,23.67,bridge,good,
1174091.624,153753.0988,1915424,47270568,ANTELOPE CK,47 MEADE,ANTELOPE CREEK RD,24E & 13.8S STURGIS, 2 County Hwy Agency,1976,0 Not on NHS,0,"A Open, no restriction",89.699997,26.8,bridge,fair,
1968395.712,364138.1679,1915425,60350045,OKOBOJO CK,60 SULLY,308 AVENUE,4E & 0.4S AGAR, 2 County Hwy Agency,1974,0 Not on NHS,0,"A Open, no restriction",70.099998,26.49934383,bridge,fair,-1
2605583.833,-75402.13678,1915428,44006170,Wolf Creek,44 MCCOOK,261st Street,1.6E of Emery, 2 County Hwy Agency,2012,0 Not on NHS,0,"A Open, no restriction",100,34.083,bridge,good,-1
1991382.41,252887.039,1915429,33327010,SOUTH MEDICINE CK,33 HUGHES,US014,3.5 E OF BLUNT, 1 State Highway Agency,1951,1 On the NHS,254.75999,"A Open, no restriction",84.300003,30,bridge,fair,Sgt Daniel Busse
2617446.041,-101242.6123,1915430,44028220,Wolf Creek,44 MCCOOK,266th Street,1S & 2.2W of Bridgewater, 2 County Hwy Agency,2006,0 Not on NHS,0,"A Open, no restriction",100,28,bridge,good,-1
2797891.361,169553.2713,1915432,6147200,BIG SIOUX RV,06 BROOKINGS,216TH STREET,4S & 2.3W BROOKINGS, 2 County Hwy Agency,2022,0 Not on NHS,0,"A Open, no restriction",99.5,30,bridge,good,
1086819.354,341647.5593,1915433,10326340,DRY CK,10 BUTTE,OLD HWY 212,0.7 E OF NEWELL, 2 County Hwy Agency,1970,0 Not on NHS,0,B Posting Recommended,55.799999,26.5,bridge,poor,_
2107892.565,-162668.5088,1915434,27029080,LONE TREE CK,27 GREGORY,SD044,2.1 W JCT SD 47, 1 State Highway Agency,1971,0 Not on NHS,272.44,"A Open, no restriction",99.300003,40,bridge,fair,-1
2700305.777,514749.3499,1915437,26032080,BIG SIOUX RV,26 GRANT,150 STREET,12.5W & 3.5S MARVIN, 2 County Hwy Agency,2010,0 Not on NHS,0,"A Open, no restriction",100,24.75,bridge,good,-1
2535842.639,2201.102699,1915439,31059020,ROCK CK,31 HANSON,41790 246 ST.,6 N & 1.1 W FULTON, 2 County Hwy Agency,1985,0 Not on NHS,0,"A Open, no restriction",70.099998,30,bridge,fair,-1
2379874.727,15264.44435,1915443,2186050,CK,02 AURORA,243 ST,4.5 W STORLA, 2 County Hwy Agency,1924,0 Not on NHS,0,"A Open, no restriction",79.199997,26.49934383,bridge,fair,-1
2769507.785,283805.4712,1915444,29280162,Big Sioux River,29 HAMLIN,464th Avenue,1W & 0.2S of Estelline, 2 County Hwy Agency,1990,0 Not on NHS,0,"A Open, no restriction",95,30,bridge,good,-1
2414158.838,531917.9504,1915445,7220454,Mud Creek,07 BROWN,398th Avenue,2E & 2.4S of Sratford, 2 County Hwy Agency,1915,0 Not on NHS,0,P Posted for load,24.4,17.001,bridge,poor,-1
2739979.626,-320857.3765,1915447,14020117,CLAY CK DITCH,14 CLAY,30870 454  AVE,1.0W & 6.7S WAKONDA, 2 County Hwy Agency,1975,0 Not on NHS,0,"A Open, no restriction",77.800003,27.5,bridge,fair,-1
2835667.948,-56272.34466,1915449,50205150,SILVER CK,50 MINNEHAHA,"259TH, 85TH ST N",1S RENNER, 2 County Hwy Agency,1970,0 Not on NHS,0,"A Open, no restriction",55.099998,24.8,bridge,poor,
2886134.446,-37833.10693,1915450,50300118,SPLIT ROCK CREEK,50 MINNEHAHA,"484TH AVE, HWY 109",1W & 2.8S GARRETSON, 2 County Hwy Agency,1974,0 Not on NHS,0,"A Open, no restriction",92.699997,32,bridge,poor,-1
2733770.595,-170096.827,1915452,63139120,CK,63 TURNER,45390 280 ST,5 S 0.6 E PARKER, 2 County Hwy Agency,1935,0 Not on NHS,0,"A Open, no restriction",78.800003,31.09908136,bridge,fair,-1
2826761.352,191706.9783,1915453,6204160,DEER CK,06 BROOKINGS,US014,1.9 E I 29 INTERCH, 1 State Highway Agency,1973,1 On the NHS,423.85001,"A Open, no restriction",98.5,43.99934383,bridge,fair,-1
2824775.541,-256385.1213,1915455,64006000,I029,64 UNION,SD046,SD 46 INTERCHANGE, 1 State Highway Agency,2000,0 Not on NHS,365.10001,"A Open, no restriction",100,55.80000361,bridge,good,
2871799.509,-81059.49259,1915456,50269200,BIG SIOUX RIVER,50 MINNEHAHA,"264TH ST, HWY 142",2.5S & 1.1W BRANDON, 2 County Hwy Agency,1992,0 Not on NHS,0,"A Open, no restriction",81.300003,40,bridge,good,
1023574.834,249936.4353,1915457,41214099,WHITEWOOD CK,41 LAWRENCE,I090 E,1.0 SE SD 34 N INTERCH, 1 State Highway Agency,1967,1 On the NHS,24.85,"A Open, no restriction",95.599998,37.99868766,bridge,fair,-1
2834974.044,12861.00625,1915458,50206020,BIG SIOUX RV,50 MINNEHAHA,SD115,0.2 S OF DELL RAPIDS, 1 State Highway Agency,2018,0 Not on NHS,104.26,"A Open, no restriction",98.599998,42,bridge,fair,
2391874.135,-6497.697161,1915459,2204090,CK,02 AURORA,247 ST,2.2 W & 4.0 S OF STORLA, 2 County Hwy Agency,1984,0 Not on NHS,0,"A Open, no restriction",80.099998,30.29855643,bridge,good,-1
2496456.719,630193.5478,1915460,19020032,Creek,19 DAY,414th Avenue,5W & 2.9N Pierpont, 2 County Hwy Agency,1930,0 Not on NHS,0,P Posted for load,56.700001,19.3011811,bridge,fair,-1
1136454.699,97120.91581,1915461,52443319,RAPID CK,52 PENNINGTON,US016  B (SE CONN),0.7 SW JCT US16B & SD44, 1 State Highway Agency,2002,1 On the NHS,69.690002,"A Open, no restriction",93.199997,71.66699475,bridge,good,1LT Daniel J. Kirchgesler Memorial Bridge
1077054.163,357914.5793,1915462,10306310,CK,10 BUTTE,YPPARILLA RD,3 N .4 W NEWELL, 2 County Hwy Agency,1960,0 Not on NHS,0,K Closed to all traffic,37,23.1988189,bridge,poor,_
1745693.908,20542.33176,1915463,38110196,264 AVE,38 JONES,I090 E,2.2 E OKATON INTERCH, 1 State Highway Agency,1969,1 On the NHS,185.69,"A Open, no restriction",94.800003,37.99868766,bridge,fair,-1
2340922.035,486531.738,1915464,58079060,BIG SLOUGH CK,58 SPINK,SD020,2.1 W JCT US 281, 1 State Highway Agency,1955,0 Not on NHS,319.56,"A Open, no restriction",76.199997,30,bridge,fair,-1
2072471.755,11583.29916,1915466,43380227,SD248,43 LYMAN,I090 W,RELIANCE INTERCHANGE, 1 State Highway Agency,2006,1 On the NHS,248.78999,"A Open, no restriction",97.800003,40,bridge,good,-1
2765255.902,-331499.1479,1915468,14068138,CLAY CK DITCH,14 CLAY,31080 459 AVE.,13.8S & 6.8E IRENE, 2 County Hwy Agency,1996,0 Not on NHS,0,"A Open, no restriction",100,27.99868766,bridge,good,-1
2458132.915,453330.0626,1915469,58300124,BR FOSTER CK,58 SPINK,SD037,3.4 S JCT SD 20 E, 1 State Highway Agency,1956,0 Not on NHS,181.02,"A Open, no restriction",87.199997,30,bridge,fair,-1
1086693.271,32833.83966,1915470,52357446,IRON CK,52 PENNINGTON,SD040,5.3 E JCT US 16A, 1 State Highway Agency,1974,0 Not on NHS,37.330002,"A Open, no restriction",99.300003,32.00131234,bridge,fair,-1
2711964.987,742779.6005,1915471,55071070,Little Minnesota River,55 ROBERTS,107th Street,1.5S & 1E of Claire City, 2 County Hwy Agency,1950,0 Not on NHS,0,P Posted for load,34.900002,23.501,bridge,poor,-1
2468356.032,-210636.9897,1915472,22292180,OAK HOLLOW CK,22 DOUGLAS,US018,0.8 W HUTCHINSON CO LINE, 1 State Highway Agency,1961,1 On the NHS,367.09,"A Open, no restriction",94,30,bridge,fair,
2474180.249,-273076.4642,1915473,5031070,DRY CHOTEAU CREEK,05 BON HOMME,40401 - 298TH ST,4.0 N & 2.0 W OF AVON, 2 County Hwy Agency,1901,0 Not on NHS,0,P Posted for load,54.099998,19.4,bridge,fair,_
2521229.888,-253390.4819,1915474,5120035,Emanuel Creek,05 BON HOMME,29450 413th Avenue,8.5N & 3W of Tyndall, 2 County Hwy Agency,1984,0 Not on NHS,0,"A Open, no restriction",73.099998,30.1,bridge,fair,-1
1111335.629,105336.3384,1915475,52395305,RAPID CK,52 PENNINGTON,SHERIDAN LAKE ROAD,.4N SHERIDAN LK &SD44 -RC, 4 City/Municipal Hwy Ag,1973,0 Not on NHS,0,"A Open, no restriction",90.400002,53.999,bridge,good,
2664521.675,5871.587484,1915477,44123020,Trib. to Little Verm Rvr,44 MCCOOK,246th Street,6.5N & 1.3E of Salem, 2 County Hwy Agency,1965,0 Not on NHS,0,"A Open, no restriction",64.699997,30.2,bridge,fair,-1
2713187.307,403800.9665,1915480,15181170,Big Sioux River,15 CODINGTON,3rd Avenue NW,0.3E of 10th Street NW, 4 City/Municipal Hwy Ag,2022,0 Not on NHS,0,"A Open, no restriction",98.699997,40,bridge,good,
1921930.501,-284262.7663,1915482,62036500,SAND CK,62 TRIPP,300 STREET,1.7W & 4S KEYAPAHA, 2 County Hwy Agency,1967,0 Not on NHS,0,P Posted for load,42.900002,22.999,bridge,poor,-1
1058268.772,-156164.4858,1915484,24320085,ANGOSTURA MAIN CANAL,24 FALL RIVER,KNAPPIE ROAD,5.3S & 2.8E HOT SPRINGS, 2 County Hwy Agency,1950,0 Not on NHS,0,"A Open, no restriction",79.599998,17.99868766,bridge,fair,-1
2785490.161,-53015.34592,1915485,50109140,SKUNK CREEK,50 MINNEHAHA,"258TH ST, HWY 130",1N & 1.9E HARTFORD, 2 County Hwy Agency,1977,0 Not on NHS,0,"A Open, no restriction",83,32,bridge,poor,
1146226.701,116323.3741,1915486,52460280,BOX ELDER CK,52 PENNINGTON,BENNET ROAD,0.5N & 1.0E Elk Vale Exit, 3 Town/Township Hwy Age,1973,0 Not on NHS,0,P Posted for load,26,26.201,bridge,poor,
2881324.987,-339083.7147,1915488,64105161,EAST UNION CK,64 UNION,SD048,2.1 W IOWA STATE LINE, 1 State Highway Agency,1960,0 Not on NHS,382.07001,"A Open, no restriction",74.900002,30,bridge,fair,
1017876.022,355260.9409,1915489,10195320,NORTH CANAL,10 BUTTE,REID RD,5.5W 5N NISLAND, 2 County Hwy Agency,1997,0 Not on NHS,0,"A Open, no restriction",69.900002,21,bridge,good,_
2822262.752,-88352.26114,1915490,50176210,W 12TH ST,50 MINNEHAHA,I029 N,12TH ST INTERCHANGE, 1 State Highway Agency,2006,1 On the NHS,79.260002,"A Open, no restriction",92.5,56,bridge,fair,_
2704162.19,467004.0461,1915492,15166050,BIG SIOUX RV,15 CODINGTON,159 STREET,11.4W 2S SOUTH SHORE, 2 County Hwy Agency,2020,0 Not on NHS,0,"A Open, no restriction",100,30.25,bridge,good,
970807.6571,418626.8191,1915493,10100205,SOUTH INDIAN CK,10 BUTTE,CAMP CROOK RD,4.3 N JCT US85, 2 County Hwy Agency,1962,0 Not on NHS,0,"A Open, no restriction",72.900002,24,bridge,fair,_
2575731.283,-148883.4186,1915494,34202069,CK,34 HUTCHINSON,27490 424 AVE.,13.2E & 0.1N OF PARKSTON, 2 County Hwy Agency,1930,0 Not on NHS,0,P Posted for load,39,20,bridge,fair,_
1009013.805,-7130.555147,1915495,17214079,FRENCH CK,17 CUSTER,US016,1.3 W JCT US 385 S, 1 State Highway Agency,1974,1 On the NHS,25.09,"A Open, no restriction",79.199997,43.99934383,bridge,fair,-1
2733620.622,409730.0596,1915496,15220161,WILLOW CK,15 CODINGTON,"43RD ST., WTN.",3.0E 1.9N WATERTOWN, 2 County Hwy Agency,1996,0 Not on NHS,0,"A Open, no restriction",99,33.701,bridge,fair,-1
2466207.859,239755.6548,1915497,3300108,Unnamed Creek,03 BEADLE,406th Avenue,5W & 2.8N Yale, 2 County Hwy Agency,1932,0 Not on NHS,0,"A Open, no restriction",86.699997,20,bridge,fair,-1
1127261.02,168921.5845,1915498,47180543,ELK CK,47 MEADE,GALAXY RD.,15E&11.3S STURGIS, 2 County Hwy Agency,1925,0 Not on NHS,0,"A Open, no restriction",74.300003,15,bridge,fair,
1130595.228,91250.85701,1915499,52433330,RCP&E RR,52 PENNINGTON,US016  B (SE CONN),0.3E SD79, 1 State Highway Agency,2005,1 On the NHS,67.889999,"A Open, no restriction",86.199997,72,bridge,good,_
2517477.728,640605.4653,1915500,19060012,Antelope Creek,19 DAY,418th Avenue,4.8N & 1W of Pierpont, 2 County Hwy Agency,1928,0 Not on NHS,0,P Posted for load,48.700001,19.501,bridge,poor,-1
2834358.742,334939.5845,1915501,20107190,CK,20 DEUEL,TWNSHP RD 185TH ST,3.0N 2.3W BRANDT, 2 County Hwy Agency,1940,0 Not on NHS,0,B Posting Recommended,52.5,25,bridge,poor,-1
2854758.633,-18492.08229,1915503,50241080,SLIP-UP CREEK,50 MINNEHAHA,"252ND ST, HWY 118",4.1E & 2S BALTIC, 2 County Hwy Agency,1973,0 Not on NHS,0,"A Open, no restriction",87.900002,44,bridge,fair,-1
2844787.101,-294447.0356,1915504,64040073,EAST BRULE CK,64 UNION,30430 474 AVE.,2E & 6.3S BERESFORD, 2 County Hwy Agency,1986,0 Not on NHS,0,P Posted for load,74.099998,27.20144357,bridge,fair,-1
